Entity A Type,Entity A,Entity B Type,Entity B,Connection,Source(s)
Person,BEN CARSON,Person,BARRY BENNETT,Bennet was Carson's presidential campaign manager,https://www.washingtonpost.com/news/post-politics/wp/2016/01/22/former-carson-campaign-manager-barry-bennett-is-quietly-advising-trumps-top-aides/?utm_term=.795d808dc8d2
Person,BEN CARSON,Organization,"BENCAN, LLC",Manager and member,http://pfds.opensecrets.org/N00036973_2015_Pres.pdf
Person,BEN CARSON,Organization,"BERG, LLC",Member,http://pfds.opensecrets.org/N00036973_2015_Pres.pdf
Person,BEN CARSON,Organization,CARSON SCHOLARS FUND,Co-founder,http://pfds.opensecrets.org/N00036973_2015_Pres.pdf
Person,BEN CARSON,Organization,COSTCO WHOLESALE CORPORATION,Board member,http://pfds.opensecrets.org/N00036973_2015_Pres.pdf
Person,BEN CARSON,Federal Agency,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Secretary,General knowledge
Person,BEN CARSON,Organization,"HOMECENTRIS HEALTHCARE, LLC","Member, advisory board",http://pfds.opensecrets.org/N00036973_2015_Pres.pdf
Person,BEN CARSON,Organization,HORATIO ALGER ASSOCIATION OF DISTINGUISHED AMERICANS,Member,https://www.horatioalger.org/members/member-detail/?id=003j000000f211RAAQ
Person,BEN CARSON,Organization,"INBS, LLC",LLC for wife's real estate rental property in Pittsburgh,http://pfds.opensecrets.org/N00036973_2015_Pres.pdf | http://www.post-gazette.com/news/politics-nation/2015/11/12/Carson-profits-from-ties-with-convicted-felon-from-Pittsburgh/stories/201511120148
Person,BEN CARSON,Organization,JOHNS HOPKINS UNIVERSITY,Former director of pediatric neurosurgery,http://pfds.opensecrets.org/N00036973_2015_Pres.pdf
Person,BEN CARSON,Organization,KELLOGG COMPANY,Board member,http://pfds.opensecrets.org/N00036973_2015_Pres.pdf
Person,BEN CARSON,Organization,"VACCINOGEN, INC.",Chairman,http://pfds.opensecrets.org/N00036973_2015_Pres.pdf
Person,BENY STEINMETZ,Person,DANIEL STEINMETZ,Siblings,https://www.bloomberg.com/news/articles/2017-04-26/kushners-are-partners-with-one-of-israel-s-wealthiest-families
Person,BERND LEMBCKE,Organization,"MAR-A-LAGO CLUB, INC",Managing director,https://www.nytimes.com/2017/02/18/us/mar-a-lago-trump-ethics-winter-white-house.html?_r=0
Person,BERNIE MARCUS,Organization,HOME DEPOT,Co-founder,https://www.bloomberg.com/politics/articles/2017-03-29/with-trump-struggling-wealthy-backers-rush-in-to-shore-him-up
Person,BERNIE MARCUS,Organization,MAKING AMERICA GREAT,Donor,https://www.bloomberg.com/politics/articles/2017-03-29/with-trump-struggling-wealthy-backers-rush-in-to-shore-him-up
Person,BETSY DEVOS,Organization,ADVOCATES FOR SCHOOL CHOICE,Chairwoman,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,ALL CHILDREN MATTER PAC,Co-founder,http://www.politico.com/story/2016/11/betsy-devos-all-children-matter-election-fines-231954
Person,BETSY DEVOS,Organization,"ALL CHILDREN MATTER, INC.",Former chairwoman,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,ALLIANCE FOR SCHOOL CHOICE,Former chairwoman,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,AMERICAN EDUCATION REFORM COUNCIL,Former chairwoman,http://www.newyorker.com/news/daily-comment/betsy-devos-and-the-plan-to-break-public-schools
Person,BETSY DEVOS,Organization,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,Trustee,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,AMERICAN FEDERATION FOR CHILDREN,Chairwoman,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,"AMERICAN FEDERATION FOR CHILDREN ACTION FUND, INC.",Former director,"https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/E554507378A61BDF852580AE002C70E1/$FILE/DeVos,%20Elisabeth%20P.%20%20final278.pdf"
Person,BETSY DEVOS,Organization,AMERICAN OPPORTUNITY ALLIANCE,Member,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,ARTPRIZE GRAND RAPIDS,"Member, board of directors",http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,BAY HARBOR YACHT CLUB,Member,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,"BDV, INC.",Former president and director,"https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/E554507378A61BDF852580AE002C70E1/$FILE/DeVos,%20Elisabeth%20P.%20%20final278.pdf"
Person,BETSY DEVOS,Organization,BIRCHWOOD FARMS GOLF & COUNTRY CLUB,Member,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,CASCADE HILLS COUNTRY CLUB,Member,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,COMPASS ARTS,Former member of the board of directors,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Federal Agency,DEPARTMENT OF EDUCATION,Secretary,General knowledge
Person,BETSY DEVOS,Organization,DETROIT ATHLETIC CLUB,Former member,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,DEVOS INSTITUTE FOR ARTS MANAGEMENT,"Member, advisory board",http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,DICK & BETSY DEVOS FAMILY FOUNDATION,Co-founder,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,ECONOMIC CLUB OF GRAND RAPIDS,Former member of the board of directors,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,EDUCATION FREEDOM FUND,Former member of the board of directors,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,EXCELLENCE IN EDUCATION IN ACTION,"Member, board of directors",http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,FOUNDATION FOR EXCELLENCE IN EDUCATION,Board member,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,GLEP EDUCATION FUND,"Member, board of directors",http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,GREAT LAKES EDUCATION FOUNDATION,"Member, board of directors",http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,GREAT LAKES EDUCATION PROJECT PAC,Former chairwoman,https://www.washingtonpost.com/news/answer-sheet/wp/2016/12/08/a-sobering-look-at-what-betsy-devos-did-to-education-in-michigan-and-what-she-might-do-as-secretary-of-education/?utm_term=.78ac26636fb0
Person,BETSY DEVOS,Organization,JAMES MADISON CENTER FOR FREE SPEECH,Former trustee,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,KENNEDY CENTER,Former board member,http://www.washingtonpost.com/wp-dyn/content/article/2010/05/03/AR2010050302178.html?tid=a_inl
Person,BETSY DEVOS,Organization,KIDS HOPE USA,Former chairwoman,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,LIBRARY OF CONGRESS TRUST FUND,Board member,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,MACATAWA BAY YACHT CLUB,Member,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,MARS HILL BIBLE CHURCH,"Former chairwoman, elder board",http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,MICHIGAN CHAMBER OF COMMERCE,"Former member, board of directors and executive committee",http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,MICHIGAN COUNCIL OF ARTS & CULTURAL AFFAIRS,Gubernatorial appointee,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,"NEUROCORE, LLC",Former member / manager,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,"RCB MAIN FLOOR, LLC (D/B/A ""RESERVE GR, LLC"")",Former director,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,RDV CORPORATION,Former director,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,"RDV SPORTS, INC",Former director,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,SOCIAL FINANCE INC.,Indirect investor,http://www.wsj.com/articles/trump-education-secretary-pick-has-indirect-stake-in-student-lender-1480977577
Person,BETSY DEVOS,Organization,THE JOHN F. KENNEDY CENTER FOR THE PERFORMING ARTS,Trustee,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,THE PHILANTHROPY ROUNDTABLE,Chairwoman,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,THE POTTERS HOUSE SCHOOL,Member of board of directors,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,THE STOW COMPANY,Former director,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,"THE STOW COMPANY — HOLLAND, INC.",Former director,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,THE WINDQUEST GROUP,Former chairwoman,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,WINDSOR CLUB,Member,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,WISKOWHAN PLAYERS CLUB,Member,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Person,BETSY DEVOS,Organization,YACHT CLUB OF COSTA SMERALDA,Member,http://static.politico.com/4b/0c/fce86acb43879694090fd430d601/senate-help-committee-paperwork-for-betsy-devos.pdf
Organization,BFPS VENTURES LLC,Person,JARED KUSHNER,"Listed as an asset on financial disclosure with value greater than $50,000,000",https://www.documentcloud.org/documents/3534040-Kushner-Jared.html
Person,BILL BELICHICK,Organization,"MAR-A-LAGO CLUB, INC",Reported member,https://www.nytimes.com/2017/02/18/us/mar-a-lago-trump-ethics-winter-white-house.html?_r=0
Person,BILL MCGINLEY,Organization,JONES DAY,Former attorney,http://www.jonesday.com/jones-day-lawyers-tapped-for-federal-and-state-posts-01-20-2017/
Person,BILL STEPIEN,Organization,AMAYA INC.,Consultant,https://www.documentcloud.org/documents/3534340-Stepien-Bill.html
Person,BILL STEPIEN,Organization,BUILDING A BETTER NEW JERSEY,Former executive director,http://www.nj.com/politics/index.ssf/2016/08/bill_stepien_trumps_new_campaign_field_director_ha.html
Person,BILL STEPIEN,Organization,"DONALD J. TRUMP FOR PRESIDENT, INC.",Consultant,https://www.documentcloud.org/documents/3534340-Stepien-Bill.html
Person,BILL STEPIEN,Organization,GOPAC,Consultant,https://www.documentcloud.org/documents/3534340-Stepien-Bill.html
Person,BILL STEPIEN,Person,KEVIN MARINO,Marino served as Stepien's attorney during the Bridgegate trial,http://www.politico.com/story/2017/01/bill-stepien-donald-trump-christie-233199
Person,BILL STEPIEN,Organization,"NASSAU STRATEGIES, LLC",Former president,https://www.documentcloud.org/documents/3534340-Stepien-Bill.html
Organization,BLACKROCK,Organization,40 WALL STREET LLC,Owns collateralized debt,Morningstar analysis
Person,BLAKE DELAPLANE,Organization,JONES DAY,Former attorney,http://www.jonesday.com/jones-day-lawyers-tapped-for-federal-and-state-posts-01-20-2017/
Organization,BNY MELLON,Organization,FIFTY-SEVENTH STREET ASSOCIATES LLC,Loan,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,BOB PERKINS,Organization,ARMADA PUBLISHING,Principal,http://www.prnewswire.com/news-releases/dont-pay-any-attention-to-the-exit-polls-its-breaking-trumps-way---patrick-caddell-300365510.html
Person,BOBBY BURCHFIELD,Organization,KING & SPALDING,Partner,http://www.politico.com/blogs/donald-trump-administration/2017/01/trump-conflict-of-interest-ethics-team-234165
Person,BOBBY BURCHFIELD,Organization,"THE TRUMP ORGANIZATION, INC.",Conflicts of interest lawyer,http://www.politico.com/blogs/donald-trump-administration/2017/01/trump-conflict-of-interest-ethics-team-234165
Organization,BRACEWELL,Organization,"BRACEWELL & GIULIANI, LLP",NKA/FKA,http://blogs.wsj.com/law/2016/01/19/bracewell-giuliani-is-losing-giuliani/
Person,BRAD PARSCALE,Organization,AMERICA FIRST POLICIES,Co-founder and president,http://www.nbcnewyork.com/news/national-international/Trump-Advisers-Start-America-First-Policies-Nonprofit-412189843.html | http://www.politico.com/story/2017/01/new-pro-trump-political-group-readies-for-launch-233263
Person,BRAD PARSCALE,Organization,"GILES-PARSCALE, INC.",Web director,https://www.parscale.com/about/who-we-are | http://www.bizjournals.com/sanantonio/news/2016/06/14/local-web-design-firm-with-donald-trump.html
Person,BRENDA AXELROD,Organization,"MAR-A-LAGO CLUB, INC",Reported member,https://static01.nyt.com/images/2017/02/18/us/18MARALAGO-MEMBERLISTS/18MARALAGO-MEMBERLISTS-blog427.jpg
Person,BRIAN ASIDMAN,Organization,THE ERIC TRUMP FOUNDATION,Director,http://990s.foundationcenter.org/990_pdf_archive/208/208669454/208669454_201412_990.pdf?_ga=1.174914721.26745521.1462996275
Person,BRIAN BAUDREAU,Organization,"THE TRUMP ORGANIZATION, INC.",General manager of the Trump International Hotel Las Vegas,https://www.nytimes.com/2016/12/25/us/politics/trump-organization-business.html?_r=0
Person,BRIAN BULATAO,Organization,SYLVANUS PARTNERS LLC,Registered agent,http://www.sos.ks.gov/CM_ServiceWM/displaydocuments.aspx?DocID=00143813
Person,BRIAN BULATAO,Organization,"THAYER AEROSPACE CONSOLIDATED, INC.",Former COO and vice president,https://web.archive.org/web/20140517185835/http://www.bizjournals.com/wichita/stories/1998/12/14/story3.html?page=2 | http://www.sos.ks.gov/CM_ServiceWM/displaydocuments.aspx?DocID=00878389
Person,BRIAN BURNS,Organization,"MAR-A-LAGO CLUB, INC",Reported member,https://www.nytimes.com/2017/02/18/us/mar-a-lago-trump-ethics-winter-white-house.html?_r=0
Person,BRIAN HARRIS,Organization,LADDER CAPITAL FINANCE LLC,Founder and CEO,https://www.nytimes.com/2016/05/24/business/dealbook/donald-trump-relationship-bankers.html?_r=0
Organization,"BRIARCLIFF PROPERTIES, INC.",Organization,TRUMP BRIARCLIFF MANOR DEVELOPMENT LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,BRITTANY HEBERT,Organization,THE ERIC TRUMP FOUNDATION,Director,http://990s.foundationcenter.org/990_pdf_archive/208/208669454/208669454_201412_990.pdf?_ga=1.174914721.26745521.1462996275
Person,BRUCE E. TOLL,Organization,"MAR-A-LAGO CLUB, INC",Reported member,https://www.nytimes.com/2017/02/18/us/mar-a-lago-trump-ethics-winter-white-house.html?_r=0
Person,BRUCE E. TOLL,Organization,TOLL BROTHERS,Co-founder,https://www.tollbrothers.com/investor-relations/executive-biographies
Organization,BURSON-MARSTELLER,Organization,"BLACK, MANAFORT, STONE AND KELLY",Bought firm,https://www.washingtonpost.com/news/powerpost/wp/2016/04/07/from-ukraine-to-trump-tower-paul-manafort-unafraid-to-take-on-controversial-jobs/?utm_term=.86b3fa6dfbe1
Organization,C DEVELOPMENT VENTURES MEMBER CORP.,Organization,C DEVELOPMENT VENTURES LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,CAMBRIDGE ANALYTICA,Person,KELLYANNE CONWAY,Consultant,https://www.documentcloud.org/documents/3534450-Conway-Kellyanne.html
Organization,CAMBRIDGE ANALYTICA,Organization,MAKING AMERICA GREAT,Former senior vice president,https://www.linkedin.com/in/eacornell/ | https://www.bloomberg.com/politics/articles/2017-03-29/with-trump-struggling-wealthy-backers-rush-in-to-shore-him-up
Organization,CARDINAL INVESTMENT COMPANY,Organization,CIC PARTNERS,NKA/FKA,http://www.cicpartners.com/investment-team.php
Organization,CARDINAL INVESTMENT COMPANY,Organization,"THAYER AEROSPACE CONSOLIDATED, INC.",Investor,https://web.archive.org/web/20140516023111/http://www.bizjournals.com/wichita/stories/1998/12/14/story3.html
Organization,CARIBUSINESS MRE LLC,Organization,"CARIBUSINESS INVESTMENTS, S.R.L.",Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,CARL C. ICAHN,Organization,FREEPORT-MCMORAN,One of the largest shareholders,https://www.nytimes.com/2016/12/31/world/asia/indonesia-donald-trump-resort.html | http://www.plsx.com/news/article/activist-icahn-builds-9-position-in-freeport-mcmoran
Person,CARL C. ICAHN,Organization,"ICAHN ENTERPRISES, L.P.",Chairman of the Board,http://www.ielp.com/directors.cfm
